lotnum,ytotal,y1,y2,y3,y4,y5,y6,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
Lot241,32,0,23,4,3,0,2,B,B2,A3,B4,C5,B6,A7,B8,A9,B10
Lot242,38,8,10,9,6,1,4,B,B2,A3,B4,C5,B6,A7,B8,A9,B10
Lot243,28,6,9,8,0,1,4,B,A2,A3,B4,C5,B6,A7,B8,A9,B10
Lot244,21,7,8,4,0,1,1,A,B2,E3,B4,C5,B6,A7,B8,A9,B10
Lot245,45,10,13,11,6,4,1,B,B2,A3,B4,C5,B6,A7,B8,A9,B10
Lot246,58,13,16,8,6,7,8,B,A2,A3,B4,C5,B6,A7,B8,A9,B10
Lot247,18,0,2,11,2,0,3,B,B2,A3,B4,C5,B6,B7,B8,A9,B10
Lot248,51,7,13,15,3,6,7,A,A2,A3,B4,C5,B6,A7,B8,A9,B10
Lot249,44,5,15,15,1,1,7,B,B2,A3,B4,C5,B6,A7,B8,A9,B10
Lot250,18,0,7,0,9,0,2,B,A2,D3,B4,C5,A6,A7,B8,A9,B10
Lot251,20,7,8,1,0,3,1,A,A2,E3,B4,C5,B6,B7,B8,A9,B10
Lot252,62,0,20,1,23,6,12,A,B2,A3,B4,C5,C6,A7,B8,A9,B10
Lot253,29,14,11,0,0,0,4,A,B2,E3,B4,C5,B6,A7,B8,A9,B10
Lot254,24,13,9,0,0,0,2,A,B2,A3,B4,C5,C6,A7,B8,A9,B10
Lot255,20,7,7,3,0,2,1,A,B2,E3,B4,C5,B6,A7,B8,A9,B10
Lot256,9,3,6,0,0,0,0,A,B2,A3,B4,C5,B6,B7,B8,A9,B10
Lot257,58,14,6,18,0,11,9,B,B2,B3,B4,C5,B6,A7,B8,A9,B10
Lot258,39,10,7,11,0,8,3,B,B2,B3,B4,C5,B6,A7,B8,A9,B10
Lot259,23,2,11,1,0,2,7,A,B2,E3,B4,C5,B6,B7,B8,A9,B10
Lot260,37,13,16,6,0,0,2,B,B2,E3,B4,C5,B6,D7,B8,A9,B10
Lot261,37,0,24,5,2,1,5,B,B2,A3,B4,C5,B6,B7,B8,B9,B10
Lot262,33,9,17,3,0,3,1,A,B2,A3,B4,C5,B6,B7,B8,A9,B10
Lot263,19,0,5,10,2,0,2,B,B2,A3,B4,C5,B6,B7,B8,B9,A10
Lot264,45,0,25,4,7,2,7,A,B2,A3,B4,C5,B6,B7,B8,B9,B10
Lot265,34,4,21,4,0,5,0,A,B2,E3,B4,C5,B6,B7,B8,A9,B10
Lot266,41,13,6,12,0,5,5,A,A2,B3,B4,C5,C6,B7,B8,A9,B10
Lot267,49,6,8,21,0,7,7,A,A2,B3,B4,C5,C6,B7,B8,A9,B10
Lot268,29,7,9,7,0,3,3,A,B2,E3,B4,C5,B6,B7,B8,A9,B10
Lot269,30,9,2,8,0,5,6,A,A2,B3,B4,C5,B6,A7,B8,A9,B10
Lot270,38,12,3,11,0,8,4,A,A2,B3,B4,C5,B6,A7,B8,A9,B10
Lot271,41,19,10,8,0,1,3,A,B2,A3,B4,C5,B6,A7,B8,A9,B10
Lot272,32,12,12,1,0,0,7,A,B2,A3,B4,C5,C6,A7,B8,A9,B10
Lot273,24,5,12,6,0,0,1,A,B2,A3,B4,C5,B6,A7,B8,A9,B10
Lot274,53,10,6,18,0,10,9,B,A2,B3,B4,C5,B6,A7,B8,A9,B10
Lot275,30,15,15,0,0,0,0,A,B2,E3,B4,B5,B6,D7,B8,A9,B10
Lot276,57,23,7,16,0,5,6,A,B2,A3,B4,C5,C6,A7,B8,A9,B10
Lot277,16,1,8,3,0,3,1,A,B2,E3,B4,C5,B6,B7,B8,A9,B10
Lot278,42,21,15,3,0,0,3,A,B2,A3,B4,C5,C6,A7,B8,A9,B10
Lot279,44,17,3,11,0,11,2,A,A2,B3,B4,C5,C6,B7,B8,A9,B10
Lot280,32,4,8,17,0,1,2,A,A2,A3,B4,C5,C6,B7,B8,A9,B10
Lot281,41,20,4,12,0,1,4,A,A2,A3,B4,C5,C6,A7,B8,A9,B10
Lot282,24,5,11,3,0,4,1,A,B2,E3,B4,C5,B6,B7,B8,A9,B10
Lot283,33,14,13,0,0,1,5,B,B2,A3,B4,C5,B6,A7,B8,A9,B10
Lot284,29,6,15,4,0,3,1,A,B2,E3,B4,C5,B6,B7,B8,A9,B10
Lot285,49,28,21,0,0,0,0,B,A2,E3,B4,C5,B6,D7,B8,A9,B10
Lot286,29,3,14,3,0,7,2,A,A2,E3,B4,C5,B6,B7,B8,A9,B10
Lot287,34,17,11,0,0,0,6,A,B2,A3,B4,C5,B6,A7,B8,A9,B10
Lot288,27,18,7,0,0,0,2,A,B2,E3,B4,C5,B6,D7,B8,A9,B10
Lot289,24,8,14,0,0,1,1,A,B2,A3,B4,C5,C6,A7,B8,A9,B10
Lot290,59,18,10,12,0,9,10,A,A2,B3,B4,C5,B6,B7,B8,A9,B10
Lot291,40,10,2,14,0,12,2,A,A2,B3,B4,C5,C6,A7,B8,A9,B10
Lot292,15,10,5,0,0,0,0,B,B2,E3,B4,C5,B6,D7,B8,A9,B10
Lot293,41,16,19,0,0,1,5,A,B2,A3,B4,C5,B6,A7,B8,A9,B10
Lot294,29,5,11,3,0,9,1,A,A2,E3,B4,C5,B6,B7,B8,A9,B10
Lot295,40,11,7,9,0,10,3,B,A2,B3,B4,C5,C6,A7,B8,A9,B10
Lot296,29,10,9,3,0,0,7,B,B2,A3,B4,C5,B6,D7,B8,A9,B10
Lot297,20,16,2,0,0,0,2,B,B2,E3,B4,C5,B6,D7,B8,A9,B10
Lot298,18,0,11,4,0,1,2,A,A2,D3,B4,B5,B6,D7,B8,A9,B10
Lot299,21,9,7,2,0,0,3,A,A2,E3,B4,B5,B6,B7,B8,A9,B10
Lot300,46,0,21,5,11,4,5,A,A2,E3,B4,B5,B6,B7,B8,A9,B10
Lot301,29,14,0,15,0,0,0,A,A2,E3,B4,B5,C6,B7,B8,B9,B10
Lot302,26,0,16,5,3,1,1,B,B2,A3,B4,B5,B6,D7,B8,A9,B10
Lot303,25,0,16,8,0,0,1,B,B2,A3,B4,B5,B6,D7,B8,A9,B10
Lot304,22,4,11,5,0,1,1,A,A2,A3,B4,B5,B6,D7,B8,A9,B10
Lot305,11,0,5,2,2,0,2,A,A2,D3,B4,B5,B6,D7,B8,A9,B10
Lot306,29,11,14,2,0,0,2,A,A2,A3,B4,B5,B6,D7,B8,A9,B10
Lot307,32,6,14,7,2,3,0,A,A2,E3,B4,A5,C6,D7,B8,B9,B10
Lot308,37,0,4,24,6,2,1,A,A2,E3,B4,A5,C6,B7,B8,B9,B10
Lot309,38,18,8,3,4,1,4,B,B2,E3,B4,B5,B6,D7,B8,B9,B10
Lot310,12,4,4,0,0,1,3,B,B2,E3,B4,C5,B6,B7,B8,A9,A10
Lot311,41,22,6,5,0,5,3,A,A2,E3,B4,C5,B6,D7,B8,A9,B10
Lot312,27,15,7,0,0,0,5,A,A2,E3,B4,C5,B6,D7,B8,A9,B10
Lot313,57,14,10,17,1,6,9,A,A2,E3,C4,C5,C6,C7,B8,A9,B10
Lot314,32,27,2,0,0,1,2,B,B2,A3,B4,B5,C6,C7,B8,A9,B10
Lot315,42,11,13,12,0,3,3,A,A2,E3,C4,C5,C6,C7,B8,A9,B10
Lot316,25,19,2,0,0,0,4,A,A2,E3,B4,C5,B6,D7,B8,A9,B10
Lot317,39,15,12,4,0,1,7,B,B2,A3,B4,C5,B6,B7,B8,A9,A10
Lot318,41,11,8,17,0,3,2,A,A2,A3,B4,B5,B6,D7,B8,A9,B10
Lot319,56,19,15,14,0,4,4,A,A2,A3,B4,B5,B6,D7,B8,A9,B10
Lot320,30,0,14,9,2,0,5,B,B2,E3,B4,B5,C6,D7,B8,B9,B10
Lot321,24,5,4,8,1,3,3,B,A2,E3,B4,A5,B6,A7,B8,B9,A10
Lot322,49,11,15,16,0,3,4,A,A2,A3,B4,B5,C6,D7,B8,A9,B10
Lot323,21,0,14,4,2,1,0,A,A2,D3,B4,B5,B6,D7,B8,A9,B10
Lot324,40,19,16,3,1,1,0,A,A2,E3,B4,A5,C6,D7,B8,B9,B10
Lot325,19,0,13,3,3,0,0,A,A2,D3,B4,B5,B6,D7,B8,A9,B10
Lot326,47,7,16,12,0,2,10,A,A2,A3,B4,B5,B6,D7,B8,A9,B10
Lot327,42,9,6,17,0,4,6,A,A2,A3,B4,B5,B6,D7,B8,A9,B10
Lot328,19,14,4,0,0,0,1,C,B2,E3,B4,B5,B6,D7,B8,A9,B10
Lot329,9,0,7,0,1,0,1,B,B2,A3,B4,B5,B6,D7,B8,B9,B10
Lot330,14,0,7,2,4,0,1,A,A2,A3,B4,B5,C6,D7,B8,B9,B10
Lot331,29,0,14,8,4,0,3,B,B2,E3,B4,B5,B6,D7,B8,B9,B10
Lot332,32,4,15,9,1,0,3,A,A2,E3,B4,B5,C6,B7,B8,B9,B10
Lot333,49,8,13,18,4,1,5,A,A2,E3,B4,B5,C6,B7,B8,B9,B10
Lot334,18,0,8,8,1,0,1,A,A2,E3,B4,B5,B6,B7,B8,A9,B10
Lot335,37,28,6,2,0,0,1,A,A2,E3,B4,B5,B6,D7,B8,B9,B10
Lot336,35,18,2,11,0,0,4,B,B2,E3,C4,B5,B6,D7,B8,B9,B10
Lot337,49,11,10,13,1,5,9,A,A2,E3,C4,C5,C6,C7,B8,A9,B10
Lot338,27,0,10,7,3,4,3,A,A2,A3,B4,A5,B6,A7,B8,A9,B10
Lot339,16,11,2,3,0,0,0,B,A2,E3,B4,C5,B6,A7,B8,B9,A10
Lot340,34,29,2,2,1,0,0,A,A2,E3,B4,B5,B6,D7,B8,B9,B10
Lot341,45,10,16,16,3,0,0,B,A2,E3,B4,C5,B6,B7,B8,A9,B10
Lot342,33,9,11,10,3,0,0,B,B2,E3,B4,C5,B6,B7,B8,A9,B10
Lot343,35,10,12,5,2,5,1,A,A2,E3,B4,B5,B6,B7,B8,B9,B10
Lot344,28,22,0,6,0,0,0,A,A2,E3,B4,A5,B6,B7,B8,B9,A10
Lot345,24,20,1,0,0,0,3,A,A2,E3,B4,A5,B6,B7,B8,B9,A10
Lot346,56,15,15,16,4,1,5,B,B2,E3,C4,C5,B6,B7,B8,A9,B10
Lot347,20,14,2,3,0,0,1,A,A2,E3,B4,C5,B6,A7,B8,B9,A10
Lot348,34,26,2,6,0,0,0,A,A2,E3,B4,B5,B6,D7,B8,B9,B10
Lot349,41,16,12,0,0,9,4,A,A2,A3,B4,C5,B6,C7,B8,A9,B10
Lot350,58,0,18,31,8,0,1,A,A2,A3,B4,C5,B6,A7,B8,B9,A10
Lot351,52,0,30,7,0,2,13,A,A2,E3,B4,B5,B6,D7,B8,B9,B10
Lot352,35,12,18,0,0,0,5,A,A2,E3,B4,C5,B6,D7,B8,B9,B10
Lot353,21,19,1,0,0,0,1,A,A2,E3,B4,C5,B6,D7,B8,A9,B10
Lot354,37,18,10,0,0,6,3,A,B2,E3,D4,C5,B6,C7,B8,A9,B10
Lot355,29,14,10,0,0,3,2,A,A2,A3,B4,C5,B6,A7,B8,B9,B10
Lot356,47,26,16,3,0,0,2,A,A2,A3,B4,C5,A6,B7,B8,B9,B10
Lot357,28,13,11,0,0,0,4,A,A2,A3,B4,C5,B6,B7,B8,A9,B10
Lot358,49,34,12,0,1,1,1,B,B2,A3,B4,B5,C6,C7,B8,A9,B10
Lot359,35,15,13,0,0,0,7,A,A2,E3,B4,B5,B6,D7,B8,B9,B10
Lot360,24,8,12,0,0,0,4,A,B2,A3,B4,C5,C6,C7,B8,A9,B10
Lot361,37,0,12,15,3,3,4,A,A2,E3,B4,B5,B6,D7,B8,A9,B10
Lot362,44,6,6,23,6,0,3,A,B2,E3,B4,C5,A6,B7,B8,A9,A10
Lot363,48,8,16,12,0,10,2,B,B2,E3,B4,C5,B6,D7,B8,A9,A10
Lot364,59,17,18,22,0,0,2,A,A2,E3,B4,C5,B6,B7,B8,B9,A10
Lot365,28,20,4,0,0,2,2,A,A2,A3,A4,C5,B6,A7,B8,A9,B10
Lot366,24,0,12,7,1,2,2,A,A2,E3,B4,A5,B6,A7,B8,A9,B10
Lot367,53,13,19,16,0,0,5,A,A2,D3,B4,C5,A6,A7,B8,B9,A10
Lot368,30,8,4,12,2,2,2,A,A2,E3,B4,C5,B6,B7,B8,B9,A10
Lot369,37,18,13,0,0,4,2,A,A2,A3,B4,C5,B6,A7,B8,A9,B10
Lot370,34,0,11,9,7,2,5,B,A2,A3,B4,A5,B6,B7,B8,A9,A10
Lot371,30,16,7,1,0,6,0,A,A2,A3,B4,C5,A6,B7,B8,B9,B10
Lot372,24,21,3,0,0,0,0,A,A2,A3,B4,C5,B6,B7,B8,A9,B10
Lot373,38,0,16,5,9,3,5,B,A2,E3,B4,A5,B6,A7,B8,A9,B10
Lot374,40,10,6,23,0,0,1,C,B2,A3,B4,C5,A6,A7,B8,B9,A10
Lot375,20,0,9,6,1,1,3,A,A2,E3,B4,A5,B6,B7,B8,A9,A10
Lot376,34,13,15,1,0,1,4,A,B2,A3,B4,C5,C6,B7,B8,A9,B10
Lot377,30,10,16,0,0,0,4,A,B2,E3,D4,C5,B6,B7,B8,A9,B10
Lot378,21,8,2,1,0,8,2,A,A2,D3,B4,C5,B6,B7,B8,A9,B10
Lot379,26,10,5,6,0,4,1,B,B2,E3,B4,C5,B6,D7,B8,A9,A10
Lot380,63,0,27,29,4,0,3,A,A2,E3,B4,C5,A6,B7,B8,A9,A10
Lot381,30,20,3,3,0,3,1,A,A2,A3,A4,C5,B6,A7,B8,A9,B10
Lot382,18,15,1,2,0,0,0,A,A2,E3,B4,C5,B6,A7,B8,B9,A10
Lot383,48,24,2,18,0,0,4,A,A2,A3,B4,C5,B6,B7,B8,A9,A10
Lot384,30,23,0,5,0,0,2,A,B2,E3,B4,A5,B6,B7,B8,B9,A10
Lot385,32,11,14,0,0,1,6,A,A2,A3,B4,C5,B6,A7,B8,B9,B10
Lot386,48,13,11,5,0,12,7,A,A2,A3,B4,C5,B6,A7,B8,A9,A10
Lot387,23,15,1,1,0,5,1,A,B2,E3,D4,C5,B6,B7,B8,A9,B10
Lot388,21,12,2,6,0,0,1,A,A2,E3,B4,C5,B6,A7,B8,B9,A10
Lot389,60,0,29,17,12,0,2,A,B2,E3,B4,C5,B6,D7,B8,A9,A10
Lot390,24,11,9,0,0,1,3,A,A2,A3,A4,C5,B6,A7,B8,A9,B10
Lot391,19,10,5,0,0,4,0,B,B2,D3,B4,C5,B6,A7,B8,A9,B10
Lot392,24,15,1,3,0,3,2,C,B2,D3,B4,C5,B6,A7,B8,A9,B10
Lot393,36,25,2,1,0,4,4,A,B2,E3,D4,C5,B6,B7,B8,A9,B10
Lot394,40,0,15,9,7,2,7,C,A2,E3,B4,C5,B6,B7,B8,A9,B10
Lot395,37,12,9,14,0,0,2,A,A2,E3,B4,C5,A6,B7,B8,B9,A10
Lot396,18,7,1,1,0,7,2,B,B2,D3,B4,C5,B6,A7,B8,A9,B10
Lot397,27,14,2,0,0,10,1,B,B2,D3,B4,C5,B6,A7,B8,A9,B10
Lot398,43,14,17,0,0,1,11,A,B2,E3,D4,C5,B6,C7,B8,A9,B10
Lot399,27,5,7,12,0,0,3,B,B2,A3,B4,C5,A6,A7,B8,A9,A10
Lot400,35,5,11,11,0,7,1,B,B2,E3,B4,C5,B6,D7,B8,A9,A10
Lot401,39,20,9,0,0,10,0,B,B2,E3,D4,C5,B6,B7,B8,A9,A10
Lot402,28,7,14,0,0,1,6,A,B2,A3,B4,C5,B6,B7,B8,A9,B10
Lot403,27,17,3,2,0,4,1,A,B2,E3,D4,C5,B6,B7,B8,A9,B10
Lot404,30,27,1,2,0,0,0,B,B2,E3,D4,C5,B6,B7,B8,A9,B10
Lot405,26,18,6,0,0,0,2,C,B2,E3,B4,C5,B6,D7,B8,A9,A10
Lot406,36,12,13,3,0,7,1,A,B2,E3,B4,C5,A6,B7,B8,B9,B10
Lot407,52,2,9,24,11,0,6,A,B2,E3,B4,C5,A6,B7,B8,B9,A10
Lot408,36,22,4,10,0,0,0,A,A2,A3,B4,C5,B6,B7,B8,A9,A10
Lot409,60,16,10,29,0,0,5,B,B2,E3,B4,C5,A6,A7,B8,A9,A10
Lot410,31,4,6,10,0,10,1,B,B2,E3,B4,C5,B6,D7,B8,A9,A10
Lot411,40,6,11,20,0,0,3,A,B2,D3,B4,C5,B6,B7,B8,B9,A10
Lot412,55,8,14,12,1,17,3,B,B2,E3,B4,C5,B6,D7,B8,A9,A10
Lot413,25,9,9,1,0,3,3,A,A2,E3,B4,C5,A6,B7,B8,B9,B10
Lot414,28,5,9,3,4,4,3,C,B2,A3,B4,C5,B6,A7,B8,A9,B10
Lot415,46,12,10,21,0,0,3,A,A2,E3,B4,C5,B6,B7,B8,A9,A10
Lot416,53,18,15,19,0,0,1,A,A2,E3,B4,C5,A6,B7,B8,B9,A10
Lot417,57,4,15,22,8,0,8,B,B2,E3,B4,C5,A6,A7,B8,A9,A10
Lot418,39,14,12,9,2,0,2,A,B2,D3,B4,C5,A6,B7,B8,B9,A10
Lot419,29,0,7,4,8,7,3,C,A2,E3,B4,C5,B6,A7,B8,A9,B10
Lot420,32,20,0,11,0,0,1,B,B2,E3,B4,C5,B6,A7,B8,B9,A10
Lot421,26,4,9,13,0,0,0,A,A2,D3,B4,C5,B6,B7,B8,B9,A10
Lot422,42,6,25,9,0,0,2,A,B2,D3,B4,C5,B6,D7,B8,A9,A10
Lot423,32,12,12,3,0,2,3,B,A2,E3,B4,C5,B6,D7,B8,A9,B10
Lot424,37,9,8,10,0,9,1,B,B2,E3,B4,C5,B6,D7,B8,A9,A10
Lot425,44,20,12,7,0,1,4,B,B2,E3,B4,C5,B6,D7,B8,A9,B10
Lot426,16,4,5,1,0,0,6,A,A2,A3,B4,C5,B6,D7,B8,A9,B10
Lot427,42,5,9,13,0,12,3,C,B2,D3,B4,C5,B6,A7,B8,A9,B10
Lot428,13,3,1,0,0,8,1,B,B2,D3,B4,C5,B6,A7,B8,A9,B10
Lot429,49,32,1,1,0,11,4,B,B2,E3,B4,C5,A6,A7,B8,A9,B10
Lot430,15,5,1,1,0,7,1,B,A2,A3,B4,C5,A6,B7,B8,A9,B10
Lot431,52,23,10,8,0,8,3,A,A2,E3,B4,C5,B6,D7,B8,A9,B10
Lot432,44,4,7,21,9,0,3,B,B2,E3,B4,C5,A6,A7,B8,A9,A10
Lot433,24,0,12,4,2,4,2,C,A2,E3,B4,C5,B6,A7,B8,A9,B10
Lot434,26,17,1,0,0,0,8,A,A2,D3,B4,C5,B6,D7,B8,A9,A10
Lot435,44,0,13,22,6,0,3,B,B2,E3,B4,C5,A6,B7,B8,B9,A10
Lot436,33,0,14,4,4,6,5,B,B2,E3,B4,C5,C6,B7,B8,A9,B10
Lot437,28,19,3,1,0,5,0,C,A2,A3,B4,C5,B6,D7,B8,A9,B10
Lot438,34,10,13,6,0,4,1,B,B2,E3,B4,C5,B6,A7,B8,A9,B10
Lot439,27,0,9,0,5,4,9,A,A2,A3,B4,C5,B6,A7,B8,A9,B10
Lot440,44,2,15,18,7,0,2,B,A2,A3,B4,C5,B6,A7,B8,B9,A10
Lot441,32,5,11,4,0,10,2,B,B2,A3,B4,C5,B6,D7,B8,A9,A10
Lot442,32,0,9,4,4,7,8,B,B2,E3,B4,C5,B6,A7,B8,A9,B10
Lot443,35,13,17,2,0,1,2,B,B2,E3,B4,C5,B6,D7,B8,A9,B10
Lot444,20,14,2,1,0,0,3,B,B2,E3,B4,C5,B6,D7,B8,A9,A10
Lot445,47,13,19,10,0,2,3,B,B2,E3,B4,C5,B6,D7,B8,A9,B10
Lot446,25,1,22,0,0,1,1,A,A2,E3,B4,C5,B6,D7,B8,A9,B10
Lot447,22,0,9,1,4,3,5,A,A2,A3,B4,C5,B6,A7,B8,A9,B10
Lot448,8,3,0,0,0,4,1,B,B2,E3,B4,C5,B6,D7,B8,A9,B10
Lot449,15,0,10,1,0,3,1,B,B2,E3,B4,C5,B6,D7,B8,A9,B10
Lot450,20,2,16,0,0,1,1,A,A2,E3,B4,C5,B6,D7,B8,A9,B10
Lot451,27,16,10,0,0,1,0,A,B2,D3,B4,C5,B6,D7,B8,A9,B10
Lot452,16,9,3,1,0,3,0,A,A2,A3,B4,C5,B6,D7,B8,A9,B10
Lot453,47,8,13,23,0,0,3,A,A2,D3,B4,C5,B6,D7,B8,A9,A10
Lot454,32,0,11,1,8,5,7,C,A2,E3,B4,C5,B6,B7,B8,A9,B10
Lot455,26,15,6,1,0,4,0,A,A2,A3,B4,C5,B6,D7,B8,A9,B10
Lot456,16,3,3,6,0,0,4,A,A2,D3,B4,C5,C6,D7,B8,A9,B10
Lot457,28,7,13,6,0,1,1,B,B2,E3,B4,C5,B6,D7,B8,A9,B10
Lot458,37,19,12,2,0,4,0,A,A2,A3,B4,C5,B6,D7,B8,A9,B10
Lot459,39,9,19,6,0,4,1,B,B2,E3,B4,C5,B6,D7,B8,A9,B10
Lot460,24,6,12,6,0,0,0,B,B2,D3,B4,C5,B6,D7,B8,A9,A10
Lot461,16,2,11,0,0,1,2,A,A2,E3,B4,C5,B6,D7,B8,A9,B10
Lot462,27,0,7,9,1,6,4,C,A2,E3,B4,C5,B6,B7,B8,A9,B10
Lot463,37,6,16,14,0,0,1,A,A2,D3,B4,C5,B6,D7,B8,A9,A10
Lot464,11,5,2,0,0,1,3,B,B2,E3,B4,C5,B6,D7,B8,A9,B10
Lot465,37,0,18,6,5,4,4,A,A2,D3,B4,C5,B6,B7,B8,A9,B10
Lot466,10,4,2,4,0,0,0,A,A2,A3,B4,C5,B6,D7,B8,A9,A10
Lot467,22,5,11,0,0,1,5,A,A2,A3,B4,C5,B6,D7,B8,A9,B10
Lot468,17,9,5,1,0,1,1,A,A2,A3,B4,C5,B6,D7,B8,A9,A10
Lot469,36,7,15,10,0,0,4,B,B2,E3,B4,C5,B6,C7,B8,A9,B10
Lot470,34,1,13,18,0,0,2,A,A2,D3,B4,C5,B6,D7,B8,A9,A10
Lot471,32,11,5,6,0,0,10,A,A2,D3,B4,C5,C6,D7,B8,A9,B10
Lot472,23,4,12,7,0,0,0,B,B2,D3,B4,C5,B6,D7,B8,A9,A10
Lot473,24,9,11,2,0,1,1,C,B2,A3,B4,C5,B6,D7,B8,A9,B10
Lot474,22,8,7,1,0,2,4,A,B2,A3,B4,C5,B6,D7,B8,A9,B10
Lot475,25,6,15,0,0,1,3,A,A2,A3,B4,C5,B6,D7,B8,A9,B10
Lot476,43,7,12,19,0,0,5,A,A2,D3,B4,C5,B6,D7,B8,A9,A10
Lot477,43,4,26,11,0,0,2,A,B2,D3,B4,C5,B6,D7,B8,A9,A10
Lot478,25,7,4,1,0,4,9,B,B2,A3,B4,C5,B6,D7,B8,A9,B10
Lot479,45,17,12,13,0,0,3,A,A2,E3,B4,C5,B6,B7,B8,A9,B10
